Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
68e3af6a586b5d6e4e93cb72,60ef5b1cf52939a80af77543,RETURNED,Not Applicable,,,,2025-11-30T16:05:01.514832Z,,,873,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68e3b088bd169f1cafecf257,5f9bfbae0517c60102da9e57,APPROVED,Not Applicable,2025-10-06T12:05:28.599000Z,2025-10-06T12:30:55.593000Z,2025-10-13T08:20:45.494000Z,2025-10-06T12:30:55.975424Z,1527.0,CXOHLI21,179,32,Female,White,Hungary,Hungary,Hungary,Hungarian,No,Part-Time
68e4d4b3ae601e04fb319e33,5c5c785fc9735b00010ced0b,APPROVED,Not Applicable,2025-10-07T08:52:12.307000Z,2025-10-07T09:30:33.869000Z,2025-10-13T08:20:45.789000Z,2025-10-07T09:30:34.296579Z,2302.0,CXOHLI21,298,38,Female,White,Hungary,Hungary,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
68e6481673ca660abee9b28d,59679c319febf80001d53655,APPROVED,Not Applicable,2025-10-08T11:19:53.171000Z,2025-10-08T11:45:15.334000Z,2025-10-13T08:20:46.059000Z,2025-10-08T11:45:15.953927Z,1523.0,CXOHLI21,233,30,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
692e8d64abff0396644c7b26,6153fe02f96d83a510c3c92b,APPROVED,Not Applicable,2025-12-02T06:56:26.440000Z,2025-12-02T07:39:30.484000Z,2025-12-13T18:14:08.559000Z,2025-12-02T07:39:30.847763Z,2585.0,CXOHLI21,613,43,Male,White,Hungary,Hungary,Hungary,Hungarian,No,Full-Time
692edf04ec19ef3d506ef5bc,69262c7d3bf2812cd35a933d,APPROVED,Not Applicable,2025-12-02T12:43:54.040000Z,2025-12-04T10:06:40.612000Z,2025-12-13T18:14:26.335000Z,2025-12-04T10:06:41.081995Z,163367.0,CXOHLI21,6,33,Female,White,Hungary,Netherlands,Hungary,Hungarian,No,Unemployed (and job seeking)
692f112ba6a3ed833318c181,5ff48ac68fd71dba8aab240c,APPROVED,Not Applicable,2025-12-02T16:17:47.838000Z,2025-12-02T16:37:11.001000Z,2025-12-13T18:14:48.132000Z,2025-12-02T16:37:11.377712Z,1164.0,CXOHLI21,16,51,Female,DATA_EXPIRED,Hungary,United Kingdom,Hungary,Hungarian,DATA_EXPIRED,DATA_EXPIRED
692f3d59de443a0a9926037a,5cb9d45ac3eb6a00123c226e,APPROVED,Not Applicable,2025-12-02T19:26:21.105000Z,2025-12-02T20:03:16.939000Z,2025-12-13T18:15:00.877000Z,2025-12-02T20:03:17.271898Z,2216.0,CXOHLI21,482,32,Male,White,Latvia,United Kingdom,Latvia,Hungarian,No,Full-Time
6932bc65ff1f4dfa7de12e6d,6932b2822d8f41f447a6bb6b,APPROVED,Not Applicable,2025-12-05T11:05:27.061000Z,2025-12-05T11:29:44.580000Z,2025-12-13T18:15:15.724000Z,2025-12-05T11:29:44.935650Z,1458.0,NOCODE,0,34,Male,White,Hungary,Hungary,DATA_EXPIRED,Hungarian,No,Full-Time
6932c6a816128a5ae5211d7d,6932924be6c91fad3d38ca24,APPROVED,Not Applicable,2025-12-05T11:49:00.755000Z,2025-12-05T12:09:33.087000Z,2025-12-13T18:15:30.356000Z,2025-12-05T12:09:33.529291Z,1233.0,CXOHLI21,0,31,Female,White,Hungary,United Kingdom,Hungary,Hungarian,No,Full-Time
